item no.,safety_stock,rop,warehouse_capacity,min,max,lead_time,avg,item description,base uom,po uom,abc classification,item category,category description,quantity on hand,product group,product group description,rank,discontinued,unit price_first tier,eor
CBX-BBTS-PR,,,,,,1,,CUSTOM-PRE-ROLL-BOX-BBTS-4CT,EA,EA,C,L,Custom,,L7,CustomCardboardPackaging,Custom,No,,
CBX-BC-CBD,,,,,,1,,CUSTOM-BOX-BLACK-CROW-CBD,EA,EA,,L,Custom,,L7,CustomCardboardPackaging,Custom,No,,
CBX-BC-HYB,,,,,,1,,CUSTOM-BOX-BLACK-CROW-HYBRID,EA,EA,,L,Custom,,L7,CustomCardboardPackaging,Custom,No,,
CBX-BC-IND,,,,,,1,,CUSTOM-BOX-BLACK-CROW-INDICA,EA,EA,,L,Custom,,L7,CustomCardboardPackaging,Custom,No,,
CBX-BC-SAT,,,,,,1,,CUSTOM-BOX-BLACK-CROW-SATIVA,EA,EA,,L,Custom,,L7,CustomCardboardPackaging,Custom,No,,
CBX-BCC-X5CART-AWAKE,,,,,,1,,CUSTOMBOX-BLOOMCITYCLUB-X5CARTRIDGE-AWAKE,EA,EA,C,L,Custom,,L7,CustomCardboardPackaging,Custom,No,,
CBX-BCC-X5CART-BAL21,,,,,,1,,CUSTOMBOX-BLOOMCITYCLUB-X5CARTRIDGE-BALANCE2.1,EA,EA,C,L,Custom,,L7,CustomCardboardPackaging,Custom,No,,
CBX-BCC-X5CART-DREAM,,,,,,1,,CUSTOMBOX-BOOMCITYCLUB-X5CARTRIDGE-DREAM,EA,EA,C,L,Custom,,L7,CustomCardboardPackaging,Custom,No,,
CBX-BCC-X5CART-FOCUS,,,,,,1,,CUSTOMBOX-BLOOMCITYCLUB-X5CARTRIDGE-FOCUS,EA,EA,C,L,Custom,,L7,CustomCardboardPackaging,Custom,No,,
CBX-BCC-X5CART-REL11,,,,,,1,,CUSTOMBOX-BLOOMCITYCLUB-X5CARTRIDGE-RELIEF1.1,EA,EA,C,L,Custom,,L7,CustomCardboardPackaging,Custom,No,,
CBX-BCC-X5CART-SOOTH,,,,,,1,,CUSTOMBOX-BLOOMCITYCLUB-X5CARTRIDGE-SOOTHE,EA,EA,C,L,Custom,,L7,CustomCardboardPackaging,Custom,No,,
CBX-BEK-ROS,,,,,,1,,CUSTOM-BOX-BECKS-LIVE-HASH-ROSIN-DRAWER-SOFTTOUCH,EA,EA,,L,Custom,,L7,CustomCardboardPackaging,Custom,No,,
CBX-BGV-ALLINONE,,,,,,1,,CUSTOMBOX-BLACKGOLDVAPE-ALLINONE,EA,EA,C,L,Custom,,L7,CustomCardboardPackaging,Custom,No,,
CBX-BGV-TGS-SAMPLE,,,,,,1,,CBX-BLACKGOLDVAPE-THEGOLDSTANDARD-SAMPLE,EA,EA,C,L,Custom,,L7,CustomCardboardPackaging,Custom,No,,
CBX-BH-TWISTED-DISP,,,,,,1,,CUSTOMBOX-BOROHP-TWISTEDEUPHORIA-DISPLAY,EA,EA,C,L,Custom,,L7,CustomCardboardPackaging,Custom,No,,
CBX-BLACKOUT-BERRY-L,,,,,,1,,CUSTOME-DISPLAY-BOX-BERRY-LEMONADE,EA,EA,C,L,Custom,,L7,CustomCardboardPackaging,Custom,No,,
CBX-BLACKOUT-BLUE-DR,,,,,,1,,CUSTOME-DISPLAY-BOX-BLUE-DREAM,EA,EA,C,L,Custom,,L7,CustomCardboardPackaging,Custom,No,,
CBX-BLACKOUT-CARTBOX,,,,,,1,,CUSTOM-DISPLAY-BOX-GMO,EA,EA,C,L,Custom,,L7,CustomCardboardPackaging,Custom,No,,
CBX-BLACKOUT-DOSIPOS,,,,,,1,,CUSTOM-DISPLAY-BOX-DOSIPOS,EA,EA,C,L,Custom,,L7,CustomCardboardPackaging,Custom,No,,
CBX-BLACKOUT-GUSHERS,,,,,,1,,CUSTOM-DISPLAY-BOX-GUSHERS,EA,EA,C,L,Custom,,L7,CustomCardboardPackaging,Custom,No,,
CBX-BLACKOUT-KEYLIME,,,,,,1,,CUSTOM-DISPLAY-BOX-KEYLIME,EA,EA,C,L,Custom,,L7,CustomCardboardPackaging,Custom,No,,
CBX-BLACKOUT-PINKRUN,,,,,,1,,CUSTOM-DISPLAY-BOX-PINKRUNTZ,EA,EA,C,L,Custom,,L7,CustomCardboardPackaging,Custom,No,,
